;id;DS.chainage;velocity;len(DS.densified_wl_by_regr_itpd);len(DS.upstream_adjacent_vs);mean_bias;mean_uncrt;mean_rmse_sum;rmse_reg;rmse_raw;rmse_cval;rmse_daily;rmse_srd;nse_reg;nse_raw;nse_cval;nse_daily;nse_srd
1354;42224;286057,9769483367;0,36;539;20;0,11908208898853848;0,12241089108910891;0,40603613861386134;0,1985;0,2269;0,112;0,1942;0,1029;0,9583;0,9455;0,9875;0,9612;0,9893
1355;42224;286057,9769483367;0,4;536;20;0,08196621483578746;0,109174688057041;0,2831337789661319;0,1439;0,2269;0,0836;0,1365;0,1029;0,9781;0,9455;0,9932;0,9802;0,9893
1356;42224;286057,9769483367;0,44;536;20;0,08176542020923704;0,1092515611061552;0,2829426404995539;0,1396;0,2269;0,0855;0,132;0,1029;0,9794;0,9455;0,9929;0,9817;0,9893
1357;42224;286057,9769483367;0,48;536;20;0,08176542020923702;0,10925156110615522;0,282942640499554;0,136;0,2263;0,0834;0,1301;0,1027;0,9804;0,9458;0,9932;0,9823;0,9894
1358;42224;286057,9769483367;0,52;535;20;0,08117443021259586;0,10868722073279713;0,28344834673815905;0,1272;0,2263;0,0834;0,122;0,1027;0,9829;0,9458;0,9932;0,9843;0,9894
1359;42224;286057,9769483367;0,56;535;20;0,08117443021259586;0,10868722073279713;0,28344834673815905;0,1259;0,2263;0,0839;0,1185;0,1027;0,9832;0,9458;0,9931;0,9852;0,9894
1360;42224;286057,9769483367;0,6;535;20;0,08117443021259586;0,10868722073279713;0,283448346738159;0,1278;0,2263;0,0843;0,1205;0,1027;0,9827;0,9458;0,9931;0,9848;0,9894
1361;42224;286057,9769483367;0,64;535;20;0,08107705411615002;0,10863237924865833;0,2832642218246869;0,1282;0,2263;0,0839;0,1184;0,1027;0,9826;0,9458;0,9931;0,9851;0,9894
1362;42224;286057,9769483367;0,68;535;20;0,08107705411615003;0,10863237924865833;0,2832642218246869;0,1264;0,2256;0,0845;0,1168;0,1027;0,9831;0,9461;0,993;0,9854;0,9894
1363;42224;286057,9769483367;0,72;535;20;0,08107705411615003;0,10863237924865833;0,2832642218246869;0,1283;0,2256;0,0855;0,1154;0,1027;0,9826;0,9461;0,9929;0,9859;0,9894
1364;42224;286057,9769483367;0,76;535;20;0,08092808257018347;0,10854162936436884;0,2832660698299015;0,1298;0,2256;0,0857;0,1175;0,1027;0,9822;0,9461;0,9928;0,9855;0,9894
1365;42224;286057,9769483367;0,8;535;20;0,08077051608877686;0,10863351254480287;0,2834543010752688;0,1285;0,2256;0,0854;0,1177;0,1027;0,9825;0,9461;0,9929;0,9852;0,9894
